id,Author,Date,Link Type,Link
1003805431879172187,Gulliblez,08/01/2022 - 23:24:24,track,https://open.spotify.com/track/44VNrW1cvQS5aQinK5Mixc?si=15437ba33fef42d7
1003375479845290104,Chill,07/31/2022 - 18:55:56,album,https://open.spotify.com/album/3YCmrfPI8U7cW56Dhv9PDJ?si=KRLEmRQlS8y65tcGFUaQZQ
1003362481785278514,blankadam,07/31/2022 - 18:04:17,track,https://open.spotify.com/track/679RuF8i7AFuZb88oYyWHV?si=EDcvu3hCQhO_S0NkQRBx_g
1003156679032066058,Gulliblez,07/31/2022 - 04:26:30,track,https://open.spotify.com/track/4NTWZqvfQTlOMitlVn6tew?si=e5ddbe21c3404a3b
1000958813190488094,blankadam,07/25/2022 - 02:52:57,track,https://open.spotify.com/track/5xHsqcieVRv0J42gh4YJVF?si=GzKoKGpiTI2aZfC90tQwzQ
1000917919749918812,Chill,07/25/2022 - 00:10:28,track,https://open.spotify.com/track/0Ag44k4hdnKUe4bU4E4qne?si=06e924efec234e52
999774769627025482,blankadam,07/21/2022 - 20:27:59,track,https://open.spotify.com/track/0WJdqUkuPwSbjYARtQziYH?si=qhmiqMYBTqqO9QDSpR7Srg
999445924977848391,Doshi,07/20/2022 - 22:41:17,track,https://open.spotify.com/track/1kcSawt3bslj9ajicENB23?si=98Op2ZTxRfKw3KVE7-817A
997913435327189142,Pluto,07/16/2022 - 17:11:43,track,https://open.spotify.com/track/41P6Tnd8KIHqON0QIydx6a?si=66fa3EMFTOioLjmWcoq1vw
997040689978298438,Chill,07/14/2022 - 07:23:44,track,https://open.spotify.com/track/5YwIEHmxXO7u469QWgLUE4?si=82abd8d6763e4aaa
996867200298266694,Doshi,07/13/2022 - 19:54:21,track,https://open.spotify.com/track/5F55ZyyTltWGrrPyciQT9J?si=cTsMMVqXQb-eVjnGMlskXQ
996633489157926912,Doshi,07/13/2022 - 04:25:40,track,https://open.spotify.com/track/0haoDgX7K78fJJR5UXzh8G?si=c7cc82db036149f0
995711693516701757,cartersucks,07/10/2022 - 15:22:47,track,https://open.spotify.com/track/2BHj31ufdEqVK5CkYDp9mA?si=sNp5iWELSCKwbP0W_klMuQ
995464598692040794,Chill,07/09/2022 - 23:00:55,album,https://open.spotify.com/album/0Y4RPWAZZui6gUL1kwgND6?si=9D-Y4HOyT1WwJV4XoI7IPg
991472976480440390,Gulliblez,06/28/2022 - 22:39:38,track,https://open.spotify.com/track/4Mwxb5DSkjDoNNTIxT7Gh8?si=a0b214c526364fe3
991034079296241695,Gulliblez,06/27/2022 - 17:35:37,track,https://open.spotify.com/track/7guB5aqvr0dOEvqPtqESKF?si=dac8b776c5204dd1
990671207621865472,blankadam,06/26/2022 - 17:33:41,track,https://open.spotify.com/track/4J2zUfPIOincsWcsp84oqO?si=VWsCbDyvTumAyJGwFpUOqw
990505022708125697,Chill,06/26/2022 - 06:33:20,track,https://open.spotify.com/track/5CC9Y9yvLzNl3iVSWg3noK?si=q3yWUNhKRGWisfqIApzNEw
990504975622864950,Chill,06/26/2022 - 06:33:08,track,https://open.spotify.com/track/3afeZ81GDy59tATovKyH6Z?si=wxegd831SLGrvA3veL2ulw
990504892097523782,Chill,06/26/2022 - 06:32:48,album,https://open.spotify.com/album/7188JsHTl3rladofF7CVvW?si=enpdgn1jQVWEN6nHbuX-_Q
990504304144158731,egg,06/26/2022 - 06:30:28,track,https://open.spotify.com/track/11zBeSQzR6dFcJ5mYaB2og?si=Ial4b5JERuSvuF34y5wEuw
988577901278552065,egg,06/20/2022 - 22:55:38,track,https://open.spotify.com/track/10yBOZi6cIDeJOlb7Pbz1J?si=p4k4sBkuRiqPL6WK8Qw8Hg
986766069601562674,blankadam,06/15/2022 - 22:56:04,track,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT?si=O1xRD2fCS4mdWhQmieUkfw
985751642609684561,blankadam,06/13/2022 - 03:45:05,track,https://open.spotify.com/track/3VcH5XTkHzF0j22RvkMoZh?si=CKL3bAAkSiq5GuTNKjh7mw
984338459772715028,PaidInGreen,06/09/2022 - 06:09:36,track,https://open.spotify.com/track/0bTar7V90X1FBXnCEzfPNr?si=33a3cb8df3dd4bc4
982333590513795103,blankadam,06/03/2022 - 17:22:58,track,https://open.spotify.com/track/0vRsxRP3PuLKjNQ77bweux?si=NmjBaIDURRqNjQLRlcTPsA
982296046602444810,Doshi,06/03/2022 - 14:53:47,track,https://open.spotify.com/track/5sMuIiB81h8rje6KYrcBMi?si=bG83kUBPTSajiT4Jff1IDg
982295973508284477,Doshi,06/03/2022 - 14:53:30,album,https://open.spotify.com/album/74xlON1sCCChynzbgLlc7Q?si=BPSxeMKhSnC6Cg31oASjIA
982049818425847869,egg,06/02/2022 - 22:35:22,track,https://open.spotify.com/track/4O3APpGNhOldqDsPF8IaS5?si=GVdUjCz9StGETNXU_gEt1g
982047163389468712,blankadam,06/02/2022 - 22:24:49,track,https://open.spotify.com/track/34yUUxC8197ZAoUafOPvcO?si=-GJWzD9tRj-N-PDy3oQnwA
981399191035203624,Weston.El.Dudo,06/01/2022 - 03:30:00,artist,https://open.spotify.com/artist/4OLOPa4s37fVFKdgUpQl4i?si=tDCOF6MMQP6dYXzVfy1KOw
981305971882197042,AlexTheGreat,05/31/2022 - 21:19:35,track,https://open.spotify.com/track/4TNT1dmWRE8RVpKDHLF8UP?si=zOJLY6ChT_q2XiNGWacLEA&utm_source=copy-link
981278850073915412,egg,05/31/2022 - 19:31:49,track,https://open.spotify.com/track/3qLLNBpWO3XMmlpMc5bS0q?si=ca0976cda4ef4b91
981275748092502026,egg,05/31/2022 - 19:19:29,track,https://open.spotify.com/track/20DxqBWSmwklx4A5aQX9v7?si=27e5297df4df40b7
979771853113536582,GrapeSoda,05/27/2022 - 15:43:33,track,https://open.spotify.com/track/71EHOyEOhNx1SzTebRRyng?si=m-sC9g2RSguytyomio_gyQ
979119122216550510,AlexTheGreat,05/25/2022 - 20:29:49,track,https://open.spotify.com/track/6rCTOAxaC0gzsVnd0D4ifV?si=-b3F0FHsRlqBreoxZ2Vxhw&utm_source=copy-link
978483349913997364,Weston.El.Dudo,05/24/2022 - 02:23:29,track,https://open.spotify.com/track/2nFtXhyfmiJ9Mv6sdqj1pG?si=68a2b40c13f54e28
978433767070916640,Swaes,05/23/2022 - 23:06:28,track,https://open.spotify.com/track/01stPT7J3W6Zx45jj1f4nk?si=b45adb6fbd404453
977449457295704114,kendycane,05/21/2022 - 05:55:10,track,https://open.spotify.com/track/2b9u2iIKDoPKVHmV3yys15?si=xWTue-jsS6Cgem0XcYBzQA
977114431198752779,Pluto,05/20/2022 - 07:43:54,album,https://open.spotify.com/album/2MdIFibz5RJWNIDJzyEVxO?si=C-gpXNNKQ1i5cWdOu5rVEw
975504045605281862,DAK9000,05/15/2022 - 21:04:48,track,https://open.spotify.com/track/2FwDApgXk91kXvqy2oB7dz?si=M6n26_xtSpmWM9zxswRPOA&context=spotify%3Aalbum%3A7Ln81p86r5cCsesd3KBWIY
975291315766046790,Chill,05/15/2022 - 06:59:29,track,https://open.spotify.com/track/0lBpA4UvWn6sFWvxmr32py?si=cfc24fd427a54fc9
975289073797300234,Chill,05/15/2022 - 06:50:35,track,https://open.spotify.com/track/0xmjwnQ3FNE6HuWCt2nHdZ?si=d7e77aa243404e0c
974213841602900008,Chill,05/12/2022 - 07:37:59,track,https://open.spotify.com/track/5MMW4CZsZiZt2iuqAXzzWC?si=HBBuY6XFSg6oeR4IFGG8Zg
973805314992398406,Doshi,05/11/2022 - 04:34:39,track,https://open.spotify.com/track/2iZf5y9Ce6smoZiGkC0aAg?si=61ae2270c4014851
973801998845620244,Pluto,05/11/2022 - 04:21:28,album,https://open.spotify.com/album/5WcXLH8cIFdKcYOU6eIZBj?si=2QkDUcFgShCDlxbp9bWSeQ
973670989856653422,blankadam,05/10/2022 - 19:40:53,track,https://open.spotify.com/track/7Ht3HFTEggUknnF0mH9PA7?si=divJTXd2TpOnUzeqiBi5uQ
973669032072986685,Doshi,05/10/2022 - 19:33:07,track,https://open.spotify.com/track/6VBuuMGYskvpkK8V9zmJau?si=I2dTMeroR962MitHED-vyQ
972367835932278814,Gulliblez,05/07/2022 - 05:22:37,track,https://open.spotify.com/track/0uZAzNFjr1wE83xgMqyBIg?si=d517931f267d4225
972315935878836284,blankadam,05/07/2022 - 01:56:23,album,https://open.spotify.com/album/1GMsrURaOu3w2dN4gogMzS?si=0Tw4k7WsTei7UYG8DbhLWQ
971132630982594600,MindGoblin,05/03/2022 - 19:34:21,track,https://open.spotify.com/track/2T2Tis1BSqnvKeCeUPey1j?si=0_x43iqdQfySGOZkPCm3IA&context=spotify%3Aalbum%3A4dcIgyUzJIZ8NLJA2zf6up
970468638018662471,Weston.El.Dudo,05/01/2022 - 23:35:53,track,https://open.spotify.com/track/40H5MGB07FCEmrgHBlmLDU?si=d9b3792026564f5c
969291139159044116,Doshi,04/28/2022 - 17:36:56,track,https://open.spotify.com/track/1KHWbbZQEs2NM1ubLAMPfO?si=QymGwBW8SxmIISQecwfdqQ
968209798959079444,blankadam,04/25/2022 - 18:00:04,album,https://open.spotify.com/album/78cfkklTYJzof9MjlJpaX7?si=m2oN2O24QdirbbAhLV7Jww
963812581217275915,PaidInGreen,04/13/2022 - 14:47:06,track,https://open.spotify.com/track/5L7VBYoosmkmiiDlzumdCe?si=6DP7FQ5wShqxCypo8KENwQ
963319252641796096,Weston.El.Dudo,04/12/2022 - 06:06:47,track,https://open.spotify.com/track/5KgBj14914cz5SirCMvbCm?si=_HglbdKMT-2GkaSeDE16bw&utm_source=native-share-menu
962031102904631326,Doshi,04/08/2022 - 16:48:08,album,https://open.spotify.com/album/2G549zeda2XNICgLmU0pNW?si=gxtDrJYUTeqaSNOgtWVlmA
962031018787876934,Doshi,04/08/2022 - 16:47:48,album,https://open.spotify.com/album/7v6htsHRSZ34XJCki1uZxB?si=ocCKq6pBRQemWZKU0iIz6A
961707909199302697,Weston.El.Dudo,04/07/2022 - 19:23:53,track,https://open.spotify.com/track/3U1hxnApRvc8UZ2Ft1kNbz?si=THaj95OXRBSVByVXQV1kqA&utm_source=copy-link
961701950552952892,Weston.El.Dudo,04/07/2022 - 19:00:12,track,https://open.spotify.com/track/5DmZvacVjbIbldPDYl3J26?si=n3kpGqEERaWqDW9TYyEaOw&utm_source=copy-link
961547467449573407,Gulliblez,04/07/2022 - 08:46:20,track,https://open.spotify.com/track/05mO22Uzz4AcVTFTrZRxQd?si=bd2d9e6fc70d4856
961546801457033246,Gulliblez,04/07/2022 - 08:43:42,track,https://open.spotify.com/track/5S0yiOErSgkU4yRsz6amKN?si=1c9eede141cf4955
961452044038836304,AlexTheGreat,04/07/2022 - 02:27:10,track,https://open.spotify.com/track/20MxJN12WEqU5eWsuCrwM5?si=becdb73b126d4602
960069239862075432,Swaes,04/03/2022 - 06:52:24,track,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE?si=0f44419a6b324788
959682250008584252,Pluto,04/02/2022 - 05:14:38,album,https://open.spotify.com/album/4LgWJecsEj31HGQ8AFUGfJ?si=VFDqsRSFQxuYhvqEAKhrsg
959619755709435904,Gulliblez,04/02/2022 - 01:06:18,track,https://open.spotify.com/track/26kP0UtIDqVEttFjX92BLA?si=-E12rhUYQxelnWHSwMMd0w&utm_source=copy-link
958755903417511986,Doshi,03/30/2022 - 15:53:40,album,https://open.spotify.com/album/75T8WnF5n7fgKJ0EC7WRPS?si=OyaHJIBgQVK9pw83hX-wAA
957013050593017856,Swaes,03/25/2022 - 20:28:11,track,https://open.spotify.com/track/3ROfLScNbTGtKdjEzbx74b?si=TbJrIWFdRDmunQmqy79Anw
956934134842921050,Doshi,03/25/2022 - 15:14:36,album,https://open.spotify.com/album/7KtyUeiJidoZO0ybxBXw0Q?si=VJXuu5gwTgmET9CcTV1RoA
956428832074760242,Chill,03/24/2022 - 05:46:43,track,https://open.spotify.com/track/0CM5iTsrDdyFAMHeUeXWwN?si=PV-YiuopSHa2ktXyvkPA5A
956278713618694154,blankadam,03/23/2022 - 19:50:12,track,https://open.spotify.com/track/21rVxc7R0xDf3miPB6yujX?si=MRsdZiotTG6zMSwsUf2hrw
950634638223736883,Chill,03/08/2022 - 06:02:39,album,https://open.spotify.com/album/3IpexNXiKbezuY526S4Jvy?si=_2l5ASlpT0GE3Q_C-OmK6Q
948801573327355955,blankadam,03/03/2022 - 04:38:42,track,https://open.spotify.com/track/3vxTQcZnjJMvCMK20udLDR?si=N0UdwrAZRXC0UJv-eepocA
948801414270976020,blankadam,03/03/2022 - 04:38:05,track,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18?si=_fydr87XTS-huL_vUoJy3A
948743269670600764,Gulliblez,03/03/2022 - 00:47:02,track,https://open.spotify.com/track/2wIgWVIyA4bzRW6RmdXMoI?si=pR5aTLYXQlukyXBeqIJeRg&utm_source=copy-link
947069062813478933,Gulliblez,02/26/2022 - 09:54:20,track,https://open.spotify.com/track/7uMP8ryVgMtkZIX2aB96ki?si=3d483e78aa224646
945518181299130389,GrapeSoda,02/22/2022 - 03:11:41,track,https://open.spotify.com/track/5Fse8BFC410yZ4kpVqBCHt?si=6n1YMfLeSza_5C0dr8ePoA&context=spotify%3Aplaylist%3A37i9dQZF1EIfwdv43q0LQH
944013987845124137,Pluto,02/17/2022 - 23:34:33,track,https://open.spotify.com/track/4jmSE3WCZNyjbzLPVi3uHU?si=3ac1092934d24544
943364241069604865,Doshi,02/16/2022 - 04:32:41,track,https://open.spotify.com/track/3kdXigOly0AhtvYfAJFBjn?si=IAdFMmADRz-xny6RpEVUYw
943360056064376833,Gulliblez,02/16/2022 - 04:16:04,track,https://open.spotify.com/track/4r4twYWQdV1FRhW5Aodm7l?si=bd8986c159154b90
942547868139532308,blankadam,02/13/2022 - 22:28:43,track,https://open.spotify.com/track/1q4XeAhGVx6M5NGXDYBlxr?si=XVNE8692R3Oo70D_1x0mRQ
941752325335314513,Fungus,02/11/2022 - 17:47:31,track,https://open.spotify.com/track/5gUk26spbkbYgXmDTMbW3C?si=1EFt33fQRwaNTNfFw6g7Zw
941358843269640252,PaidInGreen,02/10/2022 - 15:43:57,track,https://open.spotify.com/track/0spNgxCnboLtHVTJtYLpb8?si=jK7joNF4TZWA1USzohJcWQ
940450665463967804,Chill,02/08/2022 - 03:35:11,track,https://open.spotify.com/track/2vN0yJIIsjfUE5EgcBT6hf?si=XZu0SCcdQLuw4U1GKxx6AA
940320870805676093,Chill,02/07/2022 - 18:59:25,track,https://open.spotify.com/track/1YCTwUfFcNVMQhzippLhjJ?si=xxd4aRWcSQy4OUekTY0lRg
939645295220912178,blankadam,02/05/2022 - 22:14:56,track,https://open.spotify.com/track/67sVcwoqWF56dyh176p7m3?si=Bs1lNvmYStGzNizqQ8kVKQ
938255879571140649,Gulliblez,02/02/2022 - 02:13:53,track,https://open.spotify.com/track/69nmZSEuobrnSf8qkLlLzu?si=9251ae17aab449c9
938094743580201011,Gulliblez,02/01/2022 - 15:33:35,track,https://open.spotify.com/track/00mO8JKk2wQ7VqdPcY1r4O?si=KoH5db5JRLSyieGcL3yh_Q&utm_source=copy-link&context=spotify%3Aplaylist%3A37i9dQZF1E8O40hIfbJq9j
938094672356704278,Gulliblez,02/01/2022 - 15:33:18,track,https://open.spotify.com/track/6z4n862KhNJNWDYSn4aLL5?si=pGZa13kRRSekv2CONUDeIg&utm_source=copy-link
937979842278854686,Doshi,02/01/2022 - 07:57:01,track,https://open.spotify.com/track/4VsPMNoTStZSShv1bJwrv5?si=01c17e127ffe433c
937220734848229387,blankadam,01/30/2022 - 05:40:35,track,https://open.spotify.com/track/05sTc5msSkn5138ZGkXPTw?si=MYrhZksCQ3uPDDX6mBxoxQ
936143820867903488,Pluto,01/27/2022 - 06:21:19,album,https://open.spotify.com/album/0nP4cdE33prgKeTaqNM0g8?si=k5V_Z64_QFSSYtfPj3qnIQ
934993846796947456,Chill,01/24/2022 - 02:11:44,track,https://open.spotify.com/track/2QayL5AB2qRZN3zsBIZsuP?si=5d81e13823e743ca
933653278724603914,Pluto,01/20/2022 - 09:24:48,track,https://open.spotify.com/track/2i7zSl7A1kFXVAygESTsDt?si=2a7dd5ea61594858
933070709889065020,blankadam,01/18/2022 - 18:49:52,track,https://open.spotify.com/track/1cYj8Vi1YVmMy0xFavBSQB?si=vr2A6lsnSf2SCFIXJjyjyQ
929569339416379422,Chill,01/09/2022 - 02:56:41,track,https://open.spotify.com/track/0VoDYNXHen64ORyizt6Ct5?si=dWzj6opqREqs7hPPHbQdrA
927641735625068624,Chill,01/03/2022 - 19:17:04,track,https://open.spotify.com/track/7vHAtydEB5KNYM80oRRidp?si=7HkbmqzFTDCEYFjFlu6Paw
925541010040295514,PaidInGreen,12/29/2021 - 00:09:32,track,https://open.spotify.com/track/5GwzRH8DWO1op0CeXP4dtR?si=ElzOkV9eQ-qEFAGfe_qrtA
923049526040858634,Gulliblez,12/22/2021 - 03:09:16,track,https://open.spotify.com/track/26Wi8P1wIM3JQFxRRErnvt?si=WeLmIAMeTK2QKJ5ReKqIvw&utm_source=copy-link
920818039979638854,Chill,12/15/2021 - 23:22:08,album,https://open.spotify.com/album/0PVopt2pVKQWZFfhNiF30B?si=5TWuUeXmQpq_Oz9RSbA2XQ
920096381291618334,Gulliblez,12/13/2021 - 23:34:31,track,https://open.spotify.com/track/4UbdYUgzorrYYrf9Y0sMEl?si=7b0802eea26d4a90
919837194607296512,AlexTheGreat,12/13/2021 - 06:24:36,track,https://open.spotify.com/track/4z3hS7U4Nb2rsBQajShKgB?si=95cd834db37f466e
919426410605580299,Gulliblez,12/12/2021 - 03:12:18,track,https://open.spotify.com/track/1XQgZIezpEv4tuUuVfv9ah?si=903f52593e1247f1
919405896545759263,Gulliblez,12/12/2021 - 01:50:47,track,https://open.spotify.com/track/6JEbqJ8m7JCrLiLZujokEj?si=bfbff36307134afb
916029006489464902,Gulliblez,12/02/2021 - 18:12:14,track,https://open.spotify.com/track/4npHbgLuZu0afOnJj4gz1j?si=QOAAahkrQ66nInKCIZ1_RQ&utm_source=copy-link
916020941576880249,Gulliblez,12/02/2021 - 17:40:11,track,https://open.spotify.com/track/6CkYn4ygBqKCAziK6FC4gn?si=iejyESZqR3arAgqUNL3GuA&utm_source=copy-link&context=spotify%3Aplaylist%3A37i9dQZF1DWTggY0yqBxES
916014893726072862,Doshi,12/02/2021 - 17:16:09,track,https://open.spotify.com/track/1Wj9ZhqrnbLal0Iyqk6QH1?si=X-J9wGJaQ7uVNc05ZFrvrw
914080319131500575,Gulliblez,11/27/2021 - 09:08:50,track,https://open.spotify.com/track/54QeOdWJUADQU7wK3XDgMQ?si=16e711cf696b4520
912076070734430238,Chill,11/21/2021 - 20:24:40,track,https://open.spotify.com/track/0kjm5DAzDidQhHgElDrdfq?si=1704a9a944084ec9
911341769415860305,Gulliblez,11/19/2021 - 19:46:49,track,https://open.spotify.com/track/623rRTKwGmgjH6sjE9uWLh?si=P_6RaGrKRWqox92HFf9yLg&utm_source=copy-link
911284005272432670,MindGoblin,11/19/2021 - 15:57:17,track,https://open.spotify.com/track/2Tdkz4mLxN8szqcMeNWcI8?si=Ss7IkiUtRdeMBibSfDLGcQ&context=spotify%3Aalbum%3A3zy8FiB9URB4b2yNOwMM36
908733379107754014,Chill,11/12/2021 - 15:02:01,album,https://open.spotify.com/album/0S0r2RFucaW9kVjBtcBOV1?si=u1i7jkZvTgyPSBXKowtClA
907489786506379266,Chill,11/09/2021 - 04:40:25,track,https://open.spotify.com/track/40XIh4aEp1Ts5F4XEQM2lj?si=c6b9ba9d548246a1
906835536847728690,Gulliblez,11/07/2021 - 09:20:40,track,https://open.spotify.com/track/798mI116dJdZ12n9CkdflI?si=973ae60f3f284966
